mission,company,location,date,time,rocket,price,successful,original_text,clean_text,cluster,PCA_1,PCA_2,cluster_label
NOAA-C,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1981-06-23,10:52:00,Atlas-E/F Star-37S-ISS,9380000,True,NOAA-C,noaac,6,-0.08748149034646659,-0.032836510365977054,crs / gsat / apollo
CAT-3 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1981-06-19,12:33:00,Ariane 1,3200000,True,CAT-3 & Others,cat others,6,-0.0893261989464191,-0.03452638450584385,crs / gsat / apollo
Rohini RS-D1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1981-05-31,5:00:00,SLV-3,18840000,False,Rohini RS-D1,rohini rsd,6,-0.08857379405794688,-0.033824367906580735,crs / gsat / apollo
Intelsat V -501,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1981-05-23,22:42:00,Atlas-SLV3D Centaur-D1AR,14800000,True,Intelsat V -501,intelsat v,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Jumpseat 6,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1981-04-24,21:32:00,Titan III(34)B Agena-D,23750000,True,Jumpseat 6,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
STS-1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1981-04-12,12:00:00,Space Shuttle Columbia,20600000,True,STS-1,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
DSP-9,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1981-03-16,13:30:00,Titan III(23)C,15590000,True,DSP-9,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Comstar D4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1981-02-21,23:23:00,Atlas-SLV3D Centaur-D1AR,9340000,True,Comstar D4,comstar d,6,-0.08968324286267405,-0.03486988067018066,crs / gsat / apollo
Quasar 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1980-12-13,18:00:00,Titan III(34)B Agena-D,10700000,True,Quasar 4,quasar,6,-0.09199868461429678,-0.03717183514994858,crs / gsat / apollo
NOSS-4,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-12-09,7:18:00,Atlas-E/F MSD,10850000,False,NOSS-4,noss,6,-0.09483761082710909,-0.04020590942821324,crs / gsat / apollo
Intelsat V -502,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1980-12-06,23:31:00,Atlas-SLV3D Centaur-D1AR,8150000,True,Intelsat V -502,intelsat v,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
FLTSATCOM-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980-10-31,3:54:00,Atlas-SLV3D Centaur-D1AR,10800000,True,FLTSATCOM-4,fltsatcom,6,-0.09279729729297871,-0.038010604827693306,crs / gsat / apollo
Rohini RS-1,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1980-07-18,2:33:00,SLV-3,15550000,True,Rohini RS-1,rohini rs,6,-0.0880539351343687,-0.03335441150500195,crs / gsat / apollo
KH-9),Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1980-06-18,18:29:00,Titan IIID,3950000,True,KH-9),kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
NOAA-B,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-05-29,10:53:00,Atlas-E/F Star-37S-ISS,14710000,False,NOAA-B,noaab,6,-0.08748149034647108,-0.03283651036630823,crs / gsat / apollo
CAT-2 & Others,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1980-05-23,14:29:00,Ariane 1,23150000,False,CAT-2 & Others,cat others,6,-0.0893261989464191,-0.03452638450584385,crs / gsat / apollo
GPS-6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1980-04-26,22:00:00,Atlas-E/F SGS-1,10210000,True,GPS-6,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
NOSS-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1980-03-03,9:27:00,Atlas-E/F MSD,24700000,True,NOSS-3,noss,6,-0.09483761082710909,-0.04020590942821324,crs / gsat / apollo
GPS-5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1980-02-09,23:08:00,Atlas-E/F SGS-1,8390000,True,GPS-5,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1980-02-07,21:10:00,Titan IIID,1990000,True,KH-11,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
FLTSATCOM-3,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1980-01-18,1:26:00,Atlas-SLV3D Centaur-D1AR,20650000,True,FLTSATCOM-3,fltsatcom,6,-0.09279729729297871,-0.038010604827693306,crs / gsat / apollo
CAT-1,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",1979-12-24,17:14:00,Ariane 1,7460000,True,CAT-1,cat,6,-0.0893261989464191,-0.03452638450584385,crs / gsat / apollo
DSCS-II 13&14,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-11-21,2:09:00,Titan III(23)C,1240000,True,DSCS-II 13&14,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
OPS-1948 (Vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-10-01,11:22:00,Titan III(23)C,22870000,True,OPS-1948 (Vortex),ops vortex,6,-0.09267348848252294,-0.038194525111252306,crs / gsat / apollo
HEAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1979-09-20,5:28:00,Atlas-SLV3D Centaur-D1AR,10500000,True,HEAO-3,heao,6,-0.08893711356486926,-0.034164667577447835,crs / gsat / apollo
Rohini Technology Payload,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1979-08-10,2:28:00,SLV-3,8860000,False,Rohini Technology Payload,rohini technology payload,6,-0.08795426725881653,-0.033264222825515326,crs / gsat / apollo
NOAA-A,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1979-06-27,15:51:00,Atlas-E/F Star-37S-ISS,15910000,True,NOAA-A,noaaa,6,-0.08748149034647049,-0.03283651036614358,crs / gsat / apollo
DSP-8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1979-06-10,13:30:00,Titan III(23)C,10850000,True,DSP-8,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
FLTSATCOM-2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1979-05-04,18:57:00,Atlas-SLV3D Centaur-D1AR,14420000,True,FLTSATCOM-2,fltsatcom,6,-0.09279729729297871,-0.038010604827693306,crs / gsat / apollo
KH-9 & SSF-D-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1979-03-16,18:30:00,Titan IIID,13490000,True,KH-9 & SSF-D-3,kh ssfd,6,-0.10614384562515193,-0.09158629413609062,crs / gsat / apollo
Solwind,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1979-02-24,8:20:00,Atlas-E/F OIS,5700000,True,Solwind,solwind,6,-0.08748149034647129,-0.03283651036641157,crs / gsat / apollo
DSCS-II 11&12,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-12-14,0:40:00,Titan III(23)C,15020000,True,DSCS-II 11&12,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
GPS-4,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-12-11,3:59:00,Atlas-E/F SGS-1,10160000,True,GPS-4,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
HEAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-11-13,5:24:00,Atlas-SLV3D Centaur-D1AR,7520000,True,HEAO-2,heao,6,-0.08893711356486926,-0.034164667577447835,crs / gsat / apollo
Tiros-N,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-10-13,11:23:00,Atlas-E/F Star-37S-ISS,2680000,True,Tiros-N,tirosn,6,-0.0874814903464713,-0.03283651036658296,crs / gsat / apollo
GPS-3,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-10-07,0:28:00,Atlas-E/F SGS-1,4840000,True,GPS-3,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
Pioneer Venus Multiprobe,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-08-08,7:33:00,Atlas-SLV3D Centaur-D1AR,4620000,True,Pioneer Venus Multiprobe,pioneer venus multiprobe,6,-0.0898940368199227,-0.03516456359350409,crs / gsat / apollo
Quasar 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1978-08-05,10:00:00,Titan III(34)B Agena-D,16300000,True,Quasar 3,quasar,6,-0.09199868461429678,-0.03717183514994858,crs / gsat / apollo
Comstar D3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-06-29,22:24:00,Atlas-SLV3D Centaur-D1AR,22920000,True,Comstar D3,comstar d,6,-0.08968324286267405,-0.03486988067018066,crs / gsat / apollo
Seasat,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1978-06-27,1:12:00,Atlas-E/F Agena D,4300000,True,Seasat,seasat,6,-0.08748149034647253,-0.032836510365468446,crs / gsat / apollo
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-06-14,18:28:00,Titan IIID,4250000,True,KH-11,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
OPS-9454 (vortex),Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-06-10,19:08:00,Titan III(23)C,16690000,True,OPS-9454 (vortex),ops vortex,6,-0.09267348848252294,-0.038194525111252306,crs / gsat / apollo
Pioneer Venus Orbiter,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-05-20,13:13:00,Atlas-SLV3D Centaur-D1AR,23510000,True,Pioneer Venus Orbiter,pioneer venus orbiter,6,-0.09107158266286966,-0.03626504177802204,crs / gsat / apollo
GPS-2,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-05-13,10:34:00,Atlas-E/F SGS-1,9470000,True,GPS-2,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
OPS-8790 (Aquacade-4),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1978-04-07,0:45:00,Atlas-SLV3A Agena-D,24800000,True,OPS-8790 (Aquacade-4),ops aquacade,6,-0.09086145677485984,-0.03638023100103848,crs / gsat / apollo
Intelsat 4A F6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-03-31,23:36:00,Atlas-SLV3D Centaur-D1AR,13090000,True,Intelsat 4A F6,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
DSCS-II 9&10,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1978-03-25,18:09:00,Titan III(23)C,19840000,False,DSCS-II 9&10,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
KH-9 & SSF-D-2,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1978-03-16,18:43:00,Titan IIID,11110000,True,KH-9 & SSF-D-2,kh ssfd,6,-0.10614384562515193,-0.09158629413609062,crs / gsat / apollo
Jumpseat 5,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1978-02-25,5:00:00,Titan III(34)B Agena-D,6520000,True,Jumpseat 5,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
GPS-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1978-02-22,23:44:00,Atlas-E/F SGS-1,5140000,True,GPS-1,gps,6,-0.09672819961272248,-0.04237027583139949,crs / gsat / apollo
FLTSATCOM-1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1978-02-09,21:17:00,Atlas-SLV3D Centaur-D1AR,7430000,True,FLTSATCOM-1,fltsatcom,6,-0.09279729729297871,-0.038010604827693306,crs / gsat / apollo
Intelsat 4A F3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1978-01-07,0:15:00,Atlas-SLV3D Centaur-D1AR,5320000,True,Intelsat 4A F3,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
OPS-4258 (Aquacade-3),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1977-12-11,22:45:00,Atlas-SLV3A Agena-D,11000000,True,OPS-4258 (Aquacade-3),ops aquacade,6,-0.09086145677485984,-0.03638023100103848,crs / gsat / apollo
NOSS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1977-12-08,17:45:00,Atlas-E/F MSD,6310000,True,NOSS-2,noss,6,-0.09483761082710909,-0.04020590942821324,crs / gsat / apollo
Intelsat 4A F5,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1977-09-30,1:02:00,Atlas-SLV3D Centaur-D1AR,14500000,False,Intelsat 4A F5,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Voyager 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-09-05,12:56:00,Titan IIIE,11890000,True,Voyager 1,voyager,6,-0.08820329681893985,-0.033487424596234446,crs / gsat / apollo
Voyager 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1977-08-20,14:29:00,Titan IIIE,2770000,True,Voyager 2,voyager,6,-0.08820329681893985,-0.033487424596234446,crs / gsat / apollo
HEAO-1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1977-08-12,6:29:00,Atlas-SLV3D Centaur-D1AR,11320000,True,HEAO-1,heao,6,-0.08893711356486926,-0.034164667577447835,crs / gsat / apollo
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1977-06-27,18:30:00,Titan IIID,24460000,True,KH-9,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
NTS-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1977-06-23,9:16:00,Atlas-E/F SGS-1,11550000,True,NTS-2,nts,6,-0.0874814903464696,-0.0328365103676456,crs / gsat / apollo
Intelsat 4A F4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1977-05-26,21:47:00,Atlas-SLV3D Centaur-D1AR,3280000,True,Intelsat 4A F4,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
AFP-827 (Canyon-7),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1977-05-23,18:13:00,Atlas-SLV3A Agena-D,23480000,True,AFP-827 (Canyon-7),afp canyon,6,-0.09181108163302333,-0.0369507052188651,crs / gsat / apollo
DSCS-II 7&8,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1977-05-12,14:27:00,Titan III(23)C,14690000,True,DSCS-II 7&8,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
DSP-7,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1977-02-06,6:00:00,Titan III(23)C,7890000,True,DSP-7,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
KH-11,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1976-12-19,18:19:00,Titan IIID,21270000,True,KH-11,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
Quasar 2,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1976-08-06,3:00:00,Titan III(34)B Agena-D,9100000,True,Quasar 2,quasar,6,-0.09199868461429678,-0.03717183514994858,crs / gsat / apollo
Comstar D2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1976-07-22,22:04:00,Atlas-SLV3D Centaur-D1AR,16280000,True,Comstar D2,comstar d,6,-0.08968324286267405,-0.03486988067018066,crs / gsat / apollo
"KH-9, S3 & SSF-D-1",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1976-07-08,18:30:00,Titan IIID,11260000,True,"KH-9, S3 & SSF-D-1",kh s ssfd,6,-0.10614384562515193,-0.09158629413609062,crs / gsat / apollo
DSP-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1976-06-26,3:00:00,Titan III(23)C,12350000,True,DSP-6,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Quasar 1,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1976-06-02,1:00:00,Titan III(34)B Agena-D,9480000,True,Quasar 1,quasar,6,-0.09199868461429678,-0.03717183514994858,crs / gsat / apollo
Comstar D1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1976-05-13,22:28:00,Atlas-SLV3D Centaur-D1AR,19870000,True,Comstar D1,comstar d,6,-0.08968324286267405,-0.03486988067018066,crs / gsat / apollo
NOSS-1,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1976-04-30,19:12:00,Atlas-E/F MSD,16190000,True,NOSS-1,noss,6,-0.09483761082710909,-0.04020590942821324,crs / gsat / apollo
"LES-8, LES-9, Solrad-11a, Solrad-11b",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1976-03-14,1:25:00,Titan III(23)C,8710000,True,"LES-8, LES-9, Solrad-11a, Solrad-11b",les les solrad a solrad b,6,-0.08842264229127966,-0.03372373238904113,crs / gsat / apollo
Intelsat 4A F2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1976-01-29,23:56:00,Atlas-SLV3D Centaur-D1AR,10890000,True,Intelsat 4A F2,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Helios-2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1976-01-15,5:34:00,Titan IIIE,16690000,True,Helios-2,helios,6,-0.08983302773975234,-0.0349977468471706,crs / gsat / apollo
DSP-5,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-12-14,5:15:00,Titan III(23)C,16500000,True,DSP-5,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
KH-9 & S3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-12-04,20:38:00,Titan IIID,16160000,True,KH-9 & S3,kh s,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
Intelsat 4A F1,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1975-09-26,0:17:00,Atlas-SLV3D Centaur-D1AR,15660000,True,Intelsat 4A F1,intelsat a f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Viking 2,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-09-09,18:39:00,Titan IIIE,3330000,True,Viking 2,viking,6,-0.08862883146299139,-0.03388451065343689,crs / gsat / apollo
Viking 1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-08-20,21:22:00,Titan IIIE,22760000,True,Viking 1,viking,6,-0.08862883146299139,-0.03388451065343689,crs / gsat / apollo
ASTP (Apollo???Soyuz Test Project),NASA,"LC-39B, Kennedy Space Center, Florida, USA",1975-07-15,19:50:00,Saturn IB,23790000,True,ASTP (Apollo???Soyuz Test Project),astp apollosoyuz test project,6,-0.08865353599356057,-0.033958641707262906,crs / gsat / apollo
AFP-827 (Canyon-6),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1975-06-18,9:00:00,Atlas-SLV3A Agena-D,10180000,True,AFP-827 (Canyon-6),afp canyon,6,-0.09181108163302333,-0.0369507052188651,crs / gsat / apollo
KH-9 & SSF-C-5,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-06-08,18:30:00,Titan IIID,6160000,True,KH-9 & SSF-C-5,kh ssfc,6,-0.10419384296822366,-0.08654934015442144,crs / gsat / apollo
Intelsat 4 F1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-05-22,22:04:00,Atlas-SLV3D Centaur-D1A,14320000,True,Intelsat 4 F1,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
DSCS-II 5&6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-05-20,14:03:00,Titan III(23)C,10850000,False,DSCS-II 5&6,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
P72-2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1975-04-13,0:51:00,Atlas-E/F Star-17A,22910000,False,P72-2,p,6,-0.08677140169173386,-0.03221041939492883,crs / gsat / apollo
Jumpseat 4,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1975-03-10,4:41:00,Titan III(34)B Agena-D,3700000,True,Jumpseat 4,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
Intelsat 4 F6,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-02-20,23:35:00,Atlas-SLV3D Centaur-D1A,22940000,False,Intelsat 4 F6,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Helios-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-12-10,7:11:00,Titan IIIE,16690000,True,Helios-1,helios,6,-0.08983302773975234,-0.0349977468471706,crs / gsat / apollo
Intelsat 4 F8,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1974-11-21,23:43:00,Atlas-SLV3D Centaur-D1A,12170000,True,Intelsat 4 F8,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
"KH-9, S3 & SSF-B-26",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-10-29,19:30:00,Titan IIID,3880000,True,"KH-9, S3 & SSF-B-26",kh s ssfb,6,-0.10675178757559048,-0.09308204676874059,crs / gsat / apollo
P73-3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1974-07-14,5:17:00,Atlas-E/F PTS,1800000,True,P73-3,p,6,-0.08677140169173386,-0.03221041939492883,crs / gsat / apollo
ATS-6,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1974-05-30,13:00:00,Titan III(23)C,12720000,True,ATS-6,ats,6,-0.09121369985004323,-0.03637146005036053,crs / gsat / apollo
"KH-9, SSF-B-25, IRCB",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-04-10,20:20:00,Titan IIID,21600000,True,"KH-9, SSF-B-25, IRCB",kh ssfb ircb,6,-0.10083767185024044,-0.07449041146225106,crs / gsat / apollo
Sphinx & Viking-DS,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-02-11,13:48:00,Titan IIIE,21670000,False,Sphinx & Viking-DS,sphinx vikingds,6,-0.0874814903464699,-0.03283651036706486,crs / gsat / apollo
DSCS-II 3&4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-12-13,23:57:00,Titan III(23)C,18600000,True,DSCS-II 3&4,dscsii,6,-0.09279155649085764,-0.037977365227282275,crs / gsat / apollo
Skylab 4,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-11-16,14:01:00,Saturn IB,21540000,True,Skylab 4,skylab,6,-0.08968324290229825,-0.03486988089101659,crs / gsat / apollo
"KH-9, SSF-B-24 & SSF-C-4",Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-11-10,20:09:00,Titan IIID,20330000,True,"KH-9, SSF-B-24 & SSF-C-4",kh ssfb ssfc,6,-0.10167617077138716,-0.07650669802421613,crs / gsat / apollo
Mariner 10,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-11-03,5:45:00,Atlas-SLV3D Centaur-D1A,13770000,True,Mariner 10,mariner,6,-0.09443686487622997,-0.03979611009210164,crs / gsat / apollo
Intelsat 4 F7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1973-08-23,22:57:00,Atlas-SLV3D Centaur-D1A,22350000,True,Intelsat 4 F7,intelsat f,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Jumpseat 3,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1973-08-21,16:07:00,Titan-III(33)B Agena-D,14630000,True,Jumpseat 3,jumpseat,6,-0.0919986823023331,-0.03717166376694101,crs / gsat / apollo
Skylab 3,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-07-28,11:10:00,Saturn IB,15840000,True,Skylab 3,skylab,6,-0.08968324290229825,-0.03486988089101659,crs / gsat / apollo
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-07-13,20:24:00,Titan IIID,23050000,True,KH-9,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
DSP-4,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-06-12,7:14:00,Titan III(23)C,8750000,True,DSP-4,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Skylab 2,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-05-25,13:00:00,Saturn IB,23000000,True,Skylab 2,skylab,6,-0.08968324290229825,-0.03486988089101659,crs / gsat / apollo
Skylab 1,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1973-05-14,17:30:00,Saturn V,8190000,True,Skylab 1,skylab,6,-0.08968324290229825,-0.03486988089101659,crs / gsat / apollo
Pioneer 11,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-04-06,2:11:00,Atlas-SLV3D Centaur-D1A,24770000,True,Pioneer 11,pioneer,6,-0.09259553519043044,-0.037774635259366904,crs / gsat / apollo
KH-9,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-03-09,21:00:00,Titan IIID,15290000,True,KH-9,kh,7,-0.12870767254712212,-0.16845484075880127,kh / gambit / kh gambit
AFP-720 (Rhyolite-2),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1973-03-06,9:30:00,Atlas-SLV3A Agena-D,7370000,True,AFP-720 (Rhyolite-2),afp rhyolite,6,-0.0896716481819606,-0.03490194736727189,crs / gsat / apollo
AFP-827 (Canyon-5),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1972-12-20,22:20:00,Atlas-SLV3A Agena-D,17720000,True,AFP-827 (Canyon-5),afp canyon,6,-0.09181108163302333,-0.0369507052188651,crs / gsat / apollo
Apollo 17,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1972-12-19,19:24:00,Saturn V,9950000,True,Apollo 17,apollo,6,-0.09880083789532156,-0.04509247400681504,crs / gsat / apollo
KH-9 & SSF-C-3,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-10-10,18:03:00,Titan IIID,5040000,True,KH-9 & SSF-C-3,kh ssfc,6,-0.10419384296822366,-0.08654934015442144,crs / gsat / apollo
P72-1,General Dynamics,"LC-576A1, Vandenberg AFB, California, USA",1972-10-02,20:10:00,Atlas-E/F Burner,12660000,True,P72-1,p,6,-0.08677140169173386,-0.03221041939492883,crs / gsat / apollo
OAO-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1972-08-21,10:28:00,Atlas-SLV3C Centaur-D,23620000,True,OAO-3,oao,6,-0.08893711356822473,-0.03416466928425433,crs / gsat / apollo
KH-9 & SSF-B-23,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1972-07-07,17:46:00,Titan IIID,5970000,True,KH-9 & SSF-B-23,kh ssfb,6,-0.10675178757559048,-0.09308204676874059,crs / gsat / apollo
